work_id,work_name,source_file,is_spell,sentence_number,question_type,category,question,option_A,option_B,option_C,option_D,correct_answer,correct_term,original_sentence
T0450,《藥師琉璃光如來本願功德經》,T0450_001.txt,False,4,cloze,專有名詞,此十二藥叉大將，一一各有七千藥叉以為眷屬，同時舉聲白佛言：世尊！我等今者，蒙佛威力，得聞世尊OOOOOOO名號，不復更有惡趣之怖。,,,,,藥師琉璃光如來,藥師琉璃光如來,此十二藥叉大將，一一各有七千藥叉以為眷屬，同時舉聲白佛言：世尊！我等今者，蒙佛威力，得聞世尊藥師琉璃光如來名號，不復更有惡趣之怖。
T0450,《藥師琉璃光如來本願功德經》,T0450_001.txt,False,5,cloze,專有名詞,東方去此過十殑伽沙等佛土，有世界名淨琉璃，佛號OOOOOOO、應、正等覺、明行圓滿、善逝、世間解、無上丈夫、調御士、天人師、佛、薄伽梵。,,,,,藥師琉璃光如來,藥師琉璃光如來,東方去此過十殑伽沙等佛土，有世界名淨琉璃，佛號藥師琉璃光如來、應、正等覺、明行圓滿、善逝、世間解、無上丈夫、調御士、天人師、佛、薄伽梵。
JB044,《諸經日誦集要．蒙山施食》,JB044-001-003.txt,False,1,multiple_choice,教義概念,若有善男子善女人，聞說阿彌陀佛，執持名號，若一日、若二日、若三日、若四日、若五日、若六日、若七日OOOO，其人臨命終時，阿彌陀佛與諸聖眾現在其前。,苦集滅道,壽命無量,一心不亂,金剛三昧,C,一心不亂,若有善男子善女人，聞說阿彌陀佛，執持名號，若一日、若二日、若三日、若四日、若五日、若六日、若七日一心不亂，其人臨命終時，阿彌陀佛與諸聖眾現在其前。
JB044,《諸經日誦集要．蒙山施食》,JB044-001-003.txt,False,3,cloze,教義概念,觀自在菩薩行深OOOOOO時，照見五蘊皆空，度一切苦厄。,,,,,般若波羅蜜多,般若波羅蜜多,觀自在菩薩行深般若波羅蜜多時，照見五蘊皆空，度一切苦厄。
JB044,《諸經日誦集要．蒙山施食》,JB044-001-003.txt,False,4,cloze,教義概念,若人欲了知，三世一切佛；應觀OOO，一切惟心造。,,,,,法界性,法界性,若人欲了知，三世一切佛；應觀法界性，一切惟心造。
JB044,《諸經日誦集要．蒙山施食》,JB044-001-003.txt,False,5,cloze,教義概念,我昔所造諸惡業，皆由無始OOO；從身語意之所生，一切我今皆懺悔。,,,,,貪瞋癡,貪瞋癡,我昔所造諸惡業，皆由無始貪瞋癡；從身語意之所生，一切我今皆懺悔。
T1670A,《那先比丘經》,T1670A_001.txt,False,1,multiple_choice,教義概念,OO頭面目耳鼻口、頸項肩臂骨肉手足、肺肝心脾腎腸胃、顏色聲響喘息、苦樂善惡合為一人。,眾生,合聚,中道,自性,B,合聚,合聚頭面目耳鼻口、頸項肩臂骨肉手足、肺肝心脾腎腸胃、顏色聲響喘息、苦樂善惡合為一人。
T1670A,《那先比丘經》,T1670A_001.txt,False,2,multiple_choice,教義概念,人身死，當復更生受一身，譬若OOOOO。,一大事因緣,新發意菩薩,反聞聞自性,兩炷更相然,D,兩炷更相然,人身死，當復更生受一身，譬若兩炷更相然。
T1670A,《那先比丘經》,T1670A_001.txt,False,3,cloze,教義概念,人有OOOO者，後世便復生為人。無OOOO者，後世便不復生。,,,,,恩愛貪欲,恩愛貪欲,人有恩愛貪欲者，後世便復生為人。無恩愛貪欲者，後世便不復生。
T1670A,《那先比丘經》,T1670A_001.txt,False,4,cloze,教義概念,誠信、孝順、精進念善、OOOO是為善事。,,,,,一心智慧,一心智慧,誠信、孝順、精進念善、一心智慧是為善事。
T1670A,《那先比丘經》,T1670A_001.txt,False,5,cloze,數字術語,復有OOOO經，皆是孝順為本。,,,,,三十七品,三十七品,復有三十七品經，皆是孝順為本。
T0235,《金剛般若波羅蜜經》,T0235-001-001.txt,False,1,multiple_choice,教義概念,如是OO無量、無數、無邊眾生，實無眾生得OO者。,緣起,菩薩,菩薩,滅度,D,滅度,如是滅度無量、無數、無邊眾生，實無眾生得滅度者。
T0235,《金剛般若波羅蜜經》,T0235-001-001.txt,False,2,multiple_choice,教義概念,若菩薩有OO，即非菩薩。,禁戒,食施,四相,法界,C,四相,若菩薩有我相、人相、眾生相、壽者相，即非菩薩。
T0235,《金剛般若波羅蜜經》,T0235-001-001.txt,False,3,cloze,專有名詞,凡所有相，皆是虛妄；若見諸相非相，則見OO。,,,,,如來,如來,凡所有相，皆是虛妄；若見諸相非相，則見如來。
T0235,《金剛般若波羅蜜經》,T0235-001-001.txt,False,4,cloze,教義概念,實無有法，如來得OOOOOOOOO。,,,,,阿耨多羅三藐三菩提,阿耨多羅三藐三菩提,實無有法，如來得阿耨多羅三藐三菩提。
T0235,《金剛般若波羅蜜經》,T0235-001-001.txt,False,5,cloze,教義概念,若菩薩通達OOOO者，如來說名真是菩薩。,,,,,無我、法,無我、法,若菩薩通達無我、法者，如來說名真是菩薩。
T0203,《雜寶藏經》,T0203-001-010.txt,False,1,multiple_choice,教義概念,信能渡駛流，OOO者能渡大海，精進能捨苦，智慧能得清淨。,辟支佛,頭陀行,不放逸,念覺分,C,不放逸,信能渡駛流，不放逸者能渡大海，精進能捨苦，智慧能得清淨。
T0203,《雜寶藏經》,T0203-001-010.txt,False,2,multiple_choice,教義概念,貪嫉OOO，繫縛人、天、阿修羅、乾闥婆等，并與一切類，皆為貪嫉自縛。,菩提心,垢、淨,蓮華族,二結使,D,二結使,貪嫉二結使，繫縛人、天、阿修羅、乾闥婆等，并與一切類，皆為貪嫉自縛。
T0203,《雜寶藏經》,T0203-001-010.txt,False,3,cloze,教義概念,若於父母所，少作OO，獲福無量；少作不順，獲罪無量。,,,,,供養,供養,若於父母所，少作供養，獲福無量；少作不順，獲罪無量。
T0203,《雜寶藏經》,T0203-001-010.txt,False,4,cloze,教義概念,一者OOOO，二者供養賢聖。,,,,,供養父母,供養父母,一者供養父母，二者供養賢聖。
T0203,《雜寶藏經》,T0203-001-010.txt,False,5,cloze,數字術語,夫施者，正得OOO，何謂為五？一者施命，二者施色，三者施安，四者施力，五者施辯。,,,,,五福德,五福德,夫施者，正得五福德，何謂為五？一者施命，二者施色，三者施安，四者施力，五者施辯。
T0099,《雜阿含經》,T0099_012.txt,False,1,multiple_choice,教義概念,自作自覺則墮常見，他作他覺則墮斷見。義說、法說，離此二邊，處於OO而說法，所謂此有故彼有，此起故彼起。,梵行,智慧,戲論,中道,D,中道,自作自覺則墮常見，他作他覺則墮斷見。義說、法說，離此二邊，處於中道而說法，所謂此有故彼有，此起故彼起。
T0099,《雜阿含經》,T0099_012.txt,False,2,multiple_choice,教義概念,我得OOOO、古仙人逕、古仙人道跡，古仙人從此跡去，我今隨去。,古仙人道,普賢行願,頭目腦髓,妙性圓明,A,古仙人道,我得古仙人道、古仙人逕、古仙人道跡，古仙人從此跡去，我今隨去。
T0099,《雜阿含經》,T0099_012.txt,False,3,cloze,教義概念,譬如三蘆立於空地，展轉相依，而得竪立，若去其一，二亦不立，若去其二，一亦不立，展轉相依，而得竪立，OOOO亦復如是。,,,,,識緣名色,識緣名色,譬如三蘆立於空地，展轉相依，而得竪立，若去其一，二亦不立，若去其二，一亦不立，展轉相依，而得竪立，識緣名色亦復如是。
T0099,《雜阿含經》,T0099_012.txt,False,4,cloze,數字術語,若於結所繫法隨順無常觀，住生滅觀、無欲觀、滅觀、捨觀，不生顧念，心不縛著，則愛滅；愛滅則取滅，取滅則有滅，有滅則生滅，生滅則老、病、死、憂、悲、惱、苦滅，如是如是OOOO滅。,,,,,十二因緣,十二因緣,若於結所繫法隨順無常觀，住生滅觀、無欲觀、滅觀、捨觀，不生顧念，心不縛著，則愛滅；愛滅則取滅，取滅則有滅，有滅則生滅，生滅則老、病、死、憂、悲、惱、苦滅，如是如是純大苦聚滅。
T0099,《雜阿含經》,T0099_012.txt,False,5,cloze,教義概念,若佛出世，若未出世，此法常住，法住法界，彼如來自所覺知，OOOO，為人演說，開示顯發。,,,,,成等正覺,成等正覺,若佛出世，若未出世，此法常住，法住法界，彼如來自所覺知，成等正覺，為人演說，開示顯發。
T0945,《大佛頂如來密因修證了義諸菩薩萬行首楞嚴經》,T0945_006.txt,False,6,cloze,教義概念,反聞聞自性，性成OOO，圓通實如是。,,,,,無上道,無上道,反聞聞自性，性成無上道，圓通實如是。
T0945,《大佛頂如來密因修證了義諸菩薩萬行首楞嚴經》,T0945_006.txt,False,7,cloze,教義概念,彼佛教我從聞思修入OOO。初於聞中入流亡所；所入既寂，動靜二相了然不生。,,,,,三摩地,三摩地,彼佛教我從聞思修入三摩地。初於聞中入流亡所；所入既寂，動靜二相了然不生。
T0945,《大佛頂如來密因修證了義諸菩薩萬行首楞嚴經》,T0945_006.txt,False,8,cloze,教義概念,我從OOOOOO緣心自在，因入流相得三摩提，成就菩提，斯為第一。,,,,,耳門圓照三昧,耳門圓照三昧,我從耳門圓照三昧緣心自在，因入流相得三摩提，成就菩提，斯為第一。
T0945,《大佛頂如來密因修證了義諸菩薩萬行首楞嚴經》,T0945_006.txt,False,9,cloze,教義概念,此方真教體，清淨在音聞；欲取OOO，實以聞中入。,,,,,三摩提,三摩提,此方真教體，清淨在音聞；欲取三摩提，實以聞中入。
T0945,《大佛頂如來密因修證了義諸菩薩萬行首楞嚴經》,T0945_006.txt,False,10,cloze,教義概念,汝修OO本出塵勞，婬心不除，塵不可出。,,,,,三昧,三昧,汝修三昧本出塵勞，婬心不除，塵不可出。
